Table Size,Algorithm,Comparator,Average Time (ns)
889,insertion,Price Descending,27500
892,insertion,Price Descending,27825
895,insertion,Price Descending,34500
898,insertion,Price Descending,28325
901,insertion,Price Descending,27466
904,insertion,Price Descending,28100
907,insertion,Price Descending,27700
910,insertion,Price Descending,28725
913,insertion,Price Descending,56500
916,insertion,Price Descending,28475
919,insertion,Price Descending,28825
922,insertion,Price Descending,28175
925,insertion,Price Descending,30125
928,insertion,Price Descending,34350
931,insertion,Price Descending,28550
934,insertion,Price Descending,28600
937,insertion,Price Descending,29150
940,insertion,Price Descending,29725
943,insertion,Price Descending,31800
946,insertion,Price Descending,29625
949,insertion,Price Descending,30350
952,insertion,Price Descending,31475
955,insertion,Price Descending,28733
958,insertion,Price Descending,30050
961,insertion,Price Descending,32400
1,mixed,Price Descending,0
4,mixed,Price Descending,1100
7,mixed,Price Descending,300
10,mixed,Price Descending,325
13,mixed,Price Descending,400
16,mixed,Price Descending,400
19,mixed,Price Descending,400
22,mixed,Price Descending,525
25,mixed,Price Descending,525
28,mixed,Price Descending,11600
31,mixed,Price Descending,10200
34,mixed,Price Descending,11050
37,mixed,Price Descending,14633
40,mixed,Price Descending,16200
43,mixed,Price Descending,17200
46,mixed,Price Descending,18933
49,mixed,Price Descending,21675
52,mixed,Price Descending,24775
55,mixed,Price Descending,27300
58,mixed,Price Descending,32600
61,mixed,Price Descending,33750
64,mixed,Price Descending,36800
67,mixed,Price Descending,49300
70,mixed,Price Descending,43700
73,mixed,Price Descending,54933
76,mixed,Price Descending,51800
79,mixed,Price Descending,55900
82,mixed,Price Descending,60133
85,mixed,Price Descending,64366
88,mixed,Price Descending,73500
91,mixed,Price Descending,74533
94,mixed,Price Descending,82500
97,mixed,Price Descending,87175
100,mixed,Price Descending,91300
103,mixed,Price Descending,96400
106,mixed,Price Descending,103633
109,mixed,Price Descending,124740
112,mixed,Price Descending,118266
115,mixed,Price Descending,125300
118,mixed,Price Descending,147300
121,mixed,Price Descending,136466
124,mixed,Price Descending,152350
127,mixed,Price Descending,156700
130,mixed,Price Descending,159675
133,mixed,Price Descending,171300
136,mixed,Price Descending,181333
139,mixed,Price Descending,186000
142,mixed,Price Descending,235850
145,mixed,Price Descending,235066
148,mixed,Price Descending,218866
151,mixed,Price Descending,224633
154,mixed,Price Descending,239150
157,mixed,Price Descending,278933
160,mixed,Price Descending,259600
163,mixed,Price Descending,270766
166,mixed,Price Descending,275766
169,mixed,Price Descending,289966
172,mixed,Price Descending,355425
175,mixed,Price Descending,337633
178,mixed,Price Descending,330600
181,mixed,Price Descending,357775
184,mixed,Price Descending,358800
187,mixed,Price Descending,371950
190,mixed,Price Descending,378533
193,mixed,Price Descending,372666
196,mixed,Price Descending,397300
199,mixed,Price Descending,413875
202,mixed,Price Descending,430075
205,mixed,Price Descending,439466
208,mixed,Price Descending,451000
211,mixed,Price Descending,467633
214,mixed,Price Descending,485350
217,mixed,Price Descending,503875
220,mixed,Price Descending,537133
223,mixed,Price Descending,540700
226,mixed,Price Descending,594000
229,mixed,Price Descending,617600
232,mixed,Price Descending,615400
235,mixed,Price Descending,617933
238,mixed,Price Descending,604600
241,mixed,Price Descending,627033
244,mixed,Price Descending,681166
247,mixed,Price Descending,729600
250,mixed,Price Descending,685333
253,mixed,Price Descending,696166
256,mixed,Price Descending,2280320
259,mixed,Price Descending,795300
262,mixed,Price Descending,972020
265,mixed,Price Descending,804166
268,mixed,Price Descending,791966
271,mixed,Price Descending,798433
274,mixed,Price Descending,946250
277,mixed,Price Descending,843900
280,mixed,Price Descending,931525
283,mixed,Price Descending,954475
286,mixed,Price Descending,903125
289,mixed,Price Descending,1022900
292,mixed,Price Descending,938500
295,mixed,Price Descending,1039500
298,mixed,Price Descending,1014766
301,mixed,Price Descending,1069066
304,mixed,Price Descending,1029833
307,mixed,Price Descending,1057400
310,mixed,Price Descending,1141166
313,mixed,Price Descending,1118350
316,mixed,Price Descending,1306100
319,mixed,Price Descending,1119233
322,mixed,Price Descending,1217933
325,mixed,Price Descending,1250300
328,mixed,Price Descending,1183433
331,mixed,Price Descending,1350366
334,mixed,Price Descending,1292800
337,mixed,Price Descending,1324666
340,mixed,Price Descending,1404250
343,mixed,Price Descending,1467100
346,mixed,Price Descending,1387250
349,mixed,Price Descending,1412650
352,mixed,Price Descending,1567233
355,mixed,Price Descending,1536366
358,mixed,Price Descending,1661650
361,mixed,Price Descending,1688050
364,mixed,Price Descending,1605633
367,mixed,Price Descending,1849725
370,mixed,Price Descending,1648033
373,mixed,Price Descending,1757250
376,mixed,Price Descending,1582933
379,mixed,Price Descending,1786300
382,mixed,Price Descending,1692100
385,mixed,Price Descending,1756975
388,mixed,Price Descending,1836600
391,mixed,Price Descending,1927225
394,mixed,Price Descending,1979933
397,mixed,Price Descending,2346175
400,mixed,Price Descending,1980766
403,mixed,Price Descending,2153600
406,mixed,Price Descending,1999325
409,mixed,Price Descending,1889833
412,mixed,Price Descending,2048225
415,mixed,Price Descending,1963433
418,mixed,Price Descending,2124675
421,mixed,Price Descending,2184066
424,mixed,Price Descending,2244033
427,mixed,Price Descending,2299675
430,mixed,Price Descending,2375100
433,mixed,Price Descending,2347100
436,mixed,Price Descending,2201566
439,mixed,Price Descending,2527075
442,mixed,Price Descending,2672125
445,mixed,Price Descending,2516000
448,mixed,Price Descending,2300550
451,mixed,Price Descending,2541250
454,mixed,Price Descending,2619066
457,mixed,Price Descending,2580633
460,mixed,Price Descending,2706650
463,mixed,Price Descending,2953200
466,mixed,Price Descending,2705733
469,mixed,Price Descending,2595500
472,mixed,Price Descending,2982450
475,mixed,Price Descending,2782133
478,mixed,Price Descending,2761400
481,mixed,Price Descending,3192600
484,mixed,Price Descending,2892466
487,mixed,Price Descending,3050975
490,mixed,Price Descending,3435775
493,mixed,Price Descending,3000100
496,mixed,Price Descending,3333525
499,mixed,Price Descending,3022700
502,mixed,Price Descending,3249666
505,mixed,Price Descending,3091300
508,mixed,Price Descending,3344533
511,mixed,Price Descending,3249750
514,mixed,Price Descending,3463875
517,mixed,Price Descending,3393425
520,mixed,Price Descending,3405666
523,mixed,Price Descending,3694550
526,mixed,Price Descending,3688350
529,mixed,Price Descending,3933875
532,mixed,Price Descending,3568300
535,mixed,Price Descending,3728866
538,mixed,Price Descending,3784250
541,mixed,Price Descending,3746850
544,mixed,Price Descending,4012575
547,mixed,Price Descending,3901700
550,mixed,Price Descending,4125550
553,mixed,Price Descending,3972233
556,mixed,Price Descending,4222300
559,mixed,Price Descending,4313725
562,mixed,Price Descending,4080350
565,mixed,Price Descending,4393275
568,mixed,Price Descending,4488250
571,mixed,Price Descending,4406100
574,mixed,Price Descending,4680475
577,mixed,Price Descending,4282233
580,mixed,Price Descending,4568825
583,mixed,Price Descending,4460200
586,mixed,Price Descending,4850250
589,mixed,Price Descending,4830275
592,mixed,Price Descending,4658500
595,mixed,Price Descending,4708533
598,mixed,Price Descending,5443225
601,mixed,Price Descending,5067133
604,mixed,Price Descending,5592725
607,mixed,Price Descending,4977600
610,mixed,Price Descending,5429566
613,mixed,Price Descending,5160375
616,mixed,Price Descending,5177025
619,mixed,Price Descending,5092033
622,mixed,Price Descending,5132550
625,mixed,Price Descending,5075733
628,mixed,Price Descending,5349375
631,mixed,Price Descending,5246966
634,mixed,Price Descending,5700850
637,mixed,Price Descending,5628225
640,mixed,Price Descending,5937500
643,mixed,Price Descending,5779275
646,mixed,Price Descending,6014950
649,mixed,Price Descending,5763333
652,mixed,Price Descending,5849525
655,mixed,Price Descending,6118500
658,mixed,Price Descending,6005766
661,mixed,Price Descending,5851466
664,mixed,Price Descending,5922066
667,mixed,Price Descending,6488225
670,mixed,Price Descending,6458550
673,mixed,Price Descending,6372675
676,mixed,Price Descending,6428775
679,mixed,Price Descending,6790400
682,mixed,Price Descending,6789925
685,mixed,Price Descending,6389366
688,mixed,Price Descending,6558100
691,mixed,Price Descending,7117875
694,mixed,Price Descending,6575066
697,mixed,Price Descending,6737800
700,mixed,Price Descending,7049075
703,mixed,Price Descending,7003800
706,mixed,Price Descending,7311250
709,mixed,Price Descending,7210975
712,mixed,Price Descending,8028350
715,mixed,Price Descending,7574975
718,mixed,Price Descending,7948225
721,mixed,Price Descending,7415075
724,mixed,Price Descending,7546725
727,mixed,Price Descending,7474850
730,mixed,Price Descending,7852325
733,mixed,Price Descending,7878000
736,mixed,Price Descending,7581100
739,mixed,Price Descending,7535450
742,mixed,Price Descending,8083900
745,mixed,Price Descending,8295900
748,mixed,Price Descending,8217675
751,mixed,Price Descending,7933133
754,mixed,Price Descending,8158525
757,mixed,Price Descending,8569950
760,mixed,Price Descending,8116766
763,mixed,Price Descending,8619450
766,mixed,Price Descending,8523475
769,mixed,Price Descending,8652925
772,mixed,Price Descending,8744850
775,mixed,Price Descending,8465266
778,mixed,Price Descending,8771900
781,mixed,Price Descending,8715466
784,mixed,Price Descending,8796525
787,mixed,Price Descending,9089225
790,mixed,Price Descending,9187325
793,mixed,Price Descending,9191650
796,mixed,Price Descending,9266575
799,mixed,Price Descending,9524600
802,mixed,Price Descending,9628925
805,mixed,Price Descending,9605775
808,mixed,Price Descending,9668700
811,mixed,Price Descending,9770475
814,mixed,Price Descending,9877500
817,mixed,Price Descending,9714766
820,mixed,Price Descending,10175275
823,mixed,Price Descending,10302075
826,mixed,Price Descending,10013700
829,mixed,Price Descending,10284275
832,mixed,Price Descending,9863900
835,mixed,Price Descending,10461450
838,mixed,Price Descending,10179166
841,mixed,Price Descending,10623975
844,mixed,Price Descending,10332025
847,mixed,Price Descending,10596550
850,mixed,Price Descending,10978625
853,mixed,Price Descending,10687633
856,mixed,Price Descending,10956633
859,mixed,Price Descending,11393425
862,mixed,Price Descending,11117850
865,mixed,Price Descending,10998700
868,mixed,Price Descending,11878400
871,mixed,Price Descending,11584766
874,mixed,Price Descending,11381775
877,mixed,Price Descending,11610500
880,mixed,Price Descending,11144850
883,mixed,Price Descending,11448100
886,mixed,Price Descending,11462475
889,mixed,Price Descending,11612500
892,mixed,Price Descending,12031700
895,mixed,Price Descending,12134200
898,mixed,Price Descending,12258150
901,mixed,Price Descending,17085000
904,mixed,Price Descending,12008000
907,mixed,Price Descending,12242425
910,mixed,Price Descending,12348566
913,mixed,Price Descending,12353025
916,mixed,Price Descending,12726000
919,mixed,Price Descending,12509650
922,mixed,Price Descending,12921875
925,mixed,Price Descending,13094050
928,mixed,Price Descending,13159300
931,mixed,Price Descending,13369825
934,mixed,Price Descending,13552825
937,mixed,Price Descending,13212750
940,mixed,Price Descending,13518275
943,mixed,Price Descending,13599775
946,mixed,Price Descending,13344850
949,mixed,Price Descending,13999325
952,mixed,Price Descending,13730000
955,mixed,Price Descending,13873075
958,mixed,Price Descending,13754766
961,mixed,Price Descending,14363675
1,quick,Relevance Ascending,0
4,quick,Relevance Ascending,200
7,quick,Relevance Ascending,660
10,quick,Relevance Ascending,980
13,quick,Relevance Ascending,1660
16,quick,Relevance Ascending,2775
19,quick,Relevance Ascending,3675
22,quick,Relevance Ascending,4500
25,quick,Relevance Ascending,6000
28,quick,Relevance Ascending,7525
31,quick,Relevance Ascending,9375
34,quick,Relevance Ascending,11566
37,quick,Relevance Ascending,13000
40,quick,Relevance Ascending,17566
43,quick,Relevance Ascending,17575
46,quick,Relevance Ascending,20250
49,quick,Relevance Ascending,22966
52,quick,Relevance Ascending,25675
55,quick,Relevance Ascending,28466
58,quick,Relevance Ascending,33725
61,quick,Relevance Ascending,37575
64,quick,Relevance Ascending,42700
67,quick,Relevance Ascending,50066
70,quick,Relevance Ascending,46233
73,quick,Relevance Ascending,55825
76,quick,Relevance Ascending,63750
79,quick,Relevance Ascending,59475
82,quick,Relevance Ascending,68400
85,quick,Relevance Ascending,77100
88,quick,Relevance Ascending,75200
91,quick,Relevance Ascending,79700
94,quick,Relevance Ascending,100466
97,quick,Relevance Ascending,105500
100,quick,Relevance Ascending,98933
103,quick,Relevance Ascending,102066
106,quick,Relevance Ascending,114450
109,quick,Relevance Ascending,118800
112,quick,Relevance Ascending,129725
115,quick,Relevance Ascending,146425
118,quick,Relevance Ascending,147575
121,quick,Relevance Ascending,148433
124,quick,Relevance Ascending,154475
127,quick,Relevance Ascending,172925
130,quick,Relevance Ascending,189066
133,quick,Relevance Ascending,178566
136,quick,Relevance Ascending,197333
139,quick,Relevance Ascending,200566
142,quick,Relevance Ascending,208925
145,quick,Relevance Ascending,229400
148,quick,Relevance Ascending,246650
151,quick,Relevance Ascending,241133
154,quick,Relevance Ascending,264250
157,quick,Relevance Ascending,451900
160,quick,Relevance Ascending,296050
163,quick,Relevance Ascending,281150
166,quick,Relevance Ascending,287666
169,quick,Relevance Ascending,316066
172,quick,Relevance Ascending,344375
175,quick,Relevance Ascending,457933
178,quick,Relevance Ascending,336766
181,quick,Relevance Ascending,475175
184,quick,Relevance Ascending,360733
187,quick,Relevance Ascending,370366
190,quick,Relevance Ascending,389633
193,quick,Relevance Ascending,604100
196,quick,Relevance Ascending,446100
199,quick,Relevance Ascending,436800
202,quick,Relevance Ascending,448150
205,quick,Relevance Ascending,451533
208,quick,Relevance Ascending,501800
211,quick,Relevance Ascending,515066
214,quick,Relevance Ascending,505833
217,quick,Relevance Ascending,523633
220,quick,Relevance Ascending,847750
223,quick,Relevance Ascending,723150
226,quick,Relevance Ascending,610566
229,quick,Relevance Ascending,625066
232,quick,Relevance Ascending,786300
235,quick,Relevance Ascending,602333
238,quick,Relevance Ascending,614900
241,quick,Relevance Ascending,631333
244,quick,Relevance Ascending,692866
247,quick,Relevance Ascending,835675
250,quick,Relevance Ascending,695266
253,quick,Relevance Ascending,710300
256,quick,Relevance Ascending,880050
259,quick,Relevance Ascending,782650
262,quick,Relevance Ascending,763775
265,quick,Relevance Ascending,993500
268,quick,Relevance Ascending,818800
271,quick,Relevance Ascending,813800
274,quick,Relevance Ascending,921275
277,quick,Relevance Ascending,843166
280,quick,Relevance Ascending,922133
283,quick,Relevance Ascending,884733
286,quick,Relevance Ascending,925333
289,quick,Relevance Ascending,959466
292,quick,Relevance Ascending,1097450
295,quick,Relevance Ascending,1017500
298,quick,Relevance Ascending,987366
301,quick,Relevance Ascending,1128766
304,quick,Relevance Ascending,1050466
307,quick,Relevance Ascending,1061266
310,quick,Relevance Ascending,1245066
313,quick,Relevance Ascending,1089700
316,quick,Relevance Ascending,1243733
319,quick,Relevance Ascending,1167266
322,quick,Relevance Ascending,1207633
325,quick,Relevance Ascending,1358125
328,quick,Relevance Ascending,1206966
331,quick,Relevance Ascending,1339233
334,quick,Relevance Ascending,1339750
337,quick,Relevance Ascending,1267066
340,quick,Relevance Ascending,1381566
343,quick,Relevance Ascending,1419900
346,quick,Relevance Ascending,1349866
349,quick,Relevance Ascending,1391050
352,quick,Relevance Ascending,1535000
355,quick,Relevance Ascending,1515200
358,quick,Relevance Ascending,1627450
361,quick,Relevance Ascending,1561800
364,quick,Relevance Ascending,1862475
367,quick,Relevance Ascending,1757866
370,quick,Relevance Ascending,1773675
373,quick,Relevance Ascending,1916575
376,quick,Relevance Ascending,1618275
379,quick,Relevance Ascending,1743266
382,quick,Relevance Ascending,1701050
385,quick,Relevance Ascending,1772066
388,quick,Relevance Ascending,1800000
391,quick,Relevance Ascending,1852575
394,quick,Relevance Ascending,2081600
397,quick,Relevance Ascending,1932600
400,quick,Relevance Ascending,1918233
403,quick,Relevance Ascending,2019566
406,quick,Relevance Ascending,2051650
409,quick,Relevance Ascending,1929933
412,quick,Relevance Ascending,2162075
415,quick,Relevance Ascending,2069575
418,quick,Relevance Ascending,2145333
421,quick,Relevance Ascending,2362625
424,quick,Relevance Ascending,2264333
427,quick,Relevance Ascending,2435750
430,quick,Relevance Ascending,2243933
433,quick,Relevance Ascending,2384900
436,quick,Relevance Ascending,2275725
439,quick,Relevance Ascending,2449466
442,quick,Relevance Ascending,2468366
445,quick,Relevance Ascending,2453125
448,quick,Relevance Ascending,2368850
451,quick,Relevance Ascending,2783350
454,quick,Relevance Ascending,2651333
457,quick,Relevance Ascending,2618566
460,quick,Relevance Ascending,2569150
463,quick,Relevance Ascending,2696433
466,quick,Relevance Ascending,2714566
469,quick,Relevance Ascending,2856675
472,quick,Relevance Ascending,3022050
475,quick,Relevance Ascending,2832866
478,quick,Relevance Ascending,3017150
481,quick,Relevance Ascending,3163033
484,quick,Relevance Ascending,3054575
487,quick,Relevance Ascending,3120075
490,quick,Relevance Ascending,3066500
493,quick,Relevance Ascending,3062925
496,quick,Relevance Ascending,3222875
499,quick,Relevance Ascending,3274775
502,quick,Relevance Ascending,3249866
505,quick,Relevance Ascending,3259125
508,quick,Relevance Ascending,3668250
511,quick,Relevance Ascending,3380175
514,quick,Relevance Ascending,3390666
517,quick,Relevance Ascending,3400500
520,quick,Relevance Ascending,3435633
523,quick,Relevance Ascending,3731650
526,quick,Relevance Ascending,3632775
529,quick,Relevance Ascending,3792566
532,quick,Relevance Ascending,3753400
535,quick,Relevance Ascending,3950850
538,quick,Relevance Ascending,3857700
541,quick,Relevance Ascending,3964325
544,quick,Relevance Ascending,3957800
547,quick,Relevance Ascending,3990033
550,quick,Relevance Ascending,4101400
553,quick,Relevance Ascending,4053300
556,quick,Relevance Ascending,4107500
559,quick,Relevance Ascending,4085333
562,quick,Relevance Ascending,4011733
565,quick,Relevance Ascending,4144833
568,quick,Relevance Ascending,4259566
571,quick,Relevance Ascending,4514550
574,quick,Relevance Ascending,4496575
577,quick,Relevance Ascending,4595450
580,quick,Relevance Ascending,4666050
583,quick,Relevance Ascending,4607175
586,quick,Relevance Ascending,4603300
589,quick,Relevance Ascending,4610933
592,quick,Relevance Ascending,4916600
595,quick,Relevance Ascending,4800266
598,quick,Relevance Ascending,5367775
601,quick,Relevance Ascending,4866900
604,quick,Relevance Ascending,5091575
607,quick,Relevance Ascending,4880800
610,quick,Relevance Ascending,5103225
613,quick,Relevance Ascending,5442950
616,quick,Relevance Ascending,5133733
619,quick,Relevance Ascending,5504025
622,quick,Relevance Ascending,5268500
625,quick,Relevance Ascending,5409666
628,quick,Relevance Ascending,5474866
631,quick,Relevance Ascending,5539400
634,quick,Relevance Ascending,6010425
637,quick,Relevance Ascending,5526800
640,quick,Relevance Ascending,5576033
643,quick,Relevance Ascending,5895800
646,quick,Relevance Ascending,5761350
649,quick,Relevance Ascending,5980875
652,quick,Relevance Ascending,5867900
655,quick,Relevance Ascending,6413475
658,quick,Relevance Ascending,6306775
661,quick,Relevance Ascending,6246233
664,quick,Relevance Ascending,5459500
667,quick,Relevance Ascending,6729175
670,quick,Relevance Ascending,6524866
673,quick,Relevance Ascending,6616025
676,quick,Relevance Ascending,6588575
679,quick,Relevance Ascending,6559250
682,quick,Relevance Ascending,6530000
685,quick,Relevance Ascending,6768175
688,quick,Relevance Ascending,6846900
691,quick,Relevance Ascending,7177500
694,quick,Relevance Ascending,7026375
697,quick,Relevance Ascending,6930050
700,quick,Relevance Ascending,7343100
703,quick,Relevance Ascending,7690350
706,quick,Relevance Ascending,7184150
709,quick,Relevance Ascending,7348950
712,quick,Relevance Ascending,7150466
715,quick,Relevance Ascending,7248166
718,quick,Relevance Ascending,7578500
721,quick,Relevance Ascending,7633100
724,quick,Relevance Ascending,7567425
727,quick,Relevance Ascending,7990375
730,quick,Relevance Ascending,8235750
733,quick,Relevance Ascending,7863400
736,quick,Relevance Ascending,7842966
739,quick,Relevance Ascending,7895466
742,quick,Relevance Ascending,8092250
745,quick,Relevance Ascending,8045025
748,quick,Relevance Ascending,8311675
751,quick,Relevance Ascending,8383400
754,quick,Relevance Ascending,8517775
757,quick,Relevance Ascending,8722225
760,quick,Relevance Ascending,9015300
763,quick,Relevance Ascending,9967233
766,quick,Relevance Ascending,8603850
769,quick,Relevance Ascending,8892350
772,quick,Relevance Ascending,8840925
775,quick,Relevance Ascending,8972025
778,quick,Relevance Ascending,9015125
781,quick,Relevance Ascending,9108150
784,quick,Relevance Ascending,9242275
787,quick,Relevance Ascending,9225125
790,quick,Relevance Ascending,9264450
793,quick,Relevance Ascending,9171300
796,quick,Relevance Ascending,9490600
799,quick,Relevance Ascending,9516475
802,quick,Relevance Ascending,9725600
805,quick,Relevance Ascending,9751700
808,quick,Relevance Ascending,9527500
811,quick,Relevance Ascending,9686300
814,quick,Relevance Ascending,9123833
817,quick,Relevance Ascending,10043300
820,quick,Relevance Ascending,10069666
823,quick,Relevance Ascending,10162675
826,quick,Relevance Ascending,10134300
829,quick,Relevance Ascending,10526750
832,quick,Relevance Ascending,10044950
835,quick,Relevance Ascending,10423150
838,quick,Relevance Ascending,11040250
841,quick,Relevance Ascending,10555050
844,quick,Relevance Ascending,10973875
847,quick,Relevance Ascending,10630125
850,quick,Relevance Ascending,10763000
853,quick,Relevance Ascending,10862100
856,quick,Relevance Ascending,10873100
859,quick,Relevance Ascending,11330300
862,quick,Relevance Ascending,10925650
865,quick,Relevance Ascending,11096950
868,quick,Relevance Ascending,11628550
871,quick,Relevance Ascending,11423950
874,quick,Relevance Ascending,12011650
877,quick,Relevance Ascending,12623525
880,quick,Relevance Ascending,14110075
883,quick,Relevance Ascending,11701850
886,quick,Relevance Ascending,11955350
889,quick,Relevance Ascending,12509450
892,quick,Relevance Ascending,11834450
895,quick,Relevance Ascending,12061766
898,quick,Relevance Ascending,12604525
901,quick,Relevance Ascending,12404325
904,quick,Relevance Ascending,12556700
907,quick,Relevance Ascending,12336000
910,quick,Relevance Ascending,12735475
913,quick,Relevance Ascending,12681566
916,quick,Relevance Ascending,13227250
919,quick,Relevance Ascending,12497375
922,quick,Relevance Ascending,12909150
925,quick,Relevance Ascending,12703966
928,quick,Relevance Ascending,12749866
931,quick,Relevance Ascending,12816366
934,quick,Relevance Ascending,13768175
937,quick,Relevance Ascending,12293433
940,quick,Relevance Ascending,11997366
943,quick,Relevance Ascending,12552250
946,quick,Relevance Ascending,12991875
949,quick,Relevance Ascending,12466900
952,quick,Relevance Ascending,12538575
955,quick,Relevance Ascending,12619525
958,quick,Relevance Ascending,12708933
961,quick,Relevance Ascending,12908750
1,insertion,Relevance Ascending,0
4,insertion,Relevance Ascending,100
7,insertion,Relevance Ascending,125
10,insertion,Relevance Ascending,200
13,insertion,Relevance Ascending,300
16,insertion,Relevance Ascending,325
19,insertion,Relevance Ascending,300
22,insertion,Relevance Ascending,475
25,insertion,Relevance Ascending,500
28,insertion,Relevance Ascending,600
31,insertion,Relevance Ascending,525
34,insertion,Relevance Ascending,700
37,insertion,Relevance Ascending,700
40,insertion,Relevance Ascending,725
43,insertion,Relevance Ascending,750
46,insertion,Relevance Ascending,800
49,insertion,Relevance Ascending,925
52,insertion,Relevance Ascending,900
55,insertion,Relevance Ascending,925
58,insertion,Relevance Ascending,1175
61,insertion,Relevance Ascending,1200
64,insertion,Relevance Ascending,1250
67,insertion,Relevance Ascending,1325
70,insertion,Relevance Ascending,1325
73,insertion,Relevance Ascending,1350
76,insertion,Relevance Ascending,1600
79,insertion,Relevance Ascending,1500
82,insertion,Relevance Ascending,1725
85,insertion,Relevance Ascending,1725
88,insertion,Relevance Ascending,1800
91,insertion,Relevance Ascending,1800
94,insertion,Relevance Ascending,1925
97,insertion,Relevance Ascending,1900
100,insertion,Relevance Ascending,2300
103,insertion,Relevance Ascending,2350
106,insertion,Relevance Ascending,6650
109,insertion,Relevance Ascending,2300
112,insertion,Relevance Ascending,2550
115,insertion,Relevance Ascending,2400
118,insertion,Relevance Ascending,2650
121,insertion,Relevance Ascending,2733
124,insertion,Relevance Ascending,2600
127,insertion,Relevance Ascending,3075
130,insertion,Relevance Ascending,2925
133,insertion,Relevance Ascending,3200
136,insertion,Relevance Ascending,3000
139,insertion,Relevance Ascending,3000
142,insertion,Relevance Ascending,3250
145,insertion,Relevance Ascending,3300
148,insertion,Relevance Ascending,3150
151,insertion,Relevance Ascending,3300
154,insertion,Relevance Ascending,3366
157,insertion,Relevance Ascending,3525
160,insertion,Relevance Ascending,3500
163,insertion,Relevance Ascending,3600
166,insertion,Relevance Ascending,3600
169,insertion,Relevance Ascending,3800
172,insertion,Relevance Ascending,4200
175,insertion,Relevance Ascending,4200
178,insertion,Relevance Ascending,3925
181,insertion,Relevance Ascending,3900
184,insertion,Relevance Ascending,4125
187,insertion,Relevance Ascending,4100
190,insertion,Relevance Ascending,4100
193,insertion,Relevance Ascending,4500
196,insertion,Relevance Ascending,4250
199,insertion,Relevance Ascending,4600
202,insertion,Relevance Ascending,4500
205,insertion,Relevance Ascending,4533
208,insertion,Relevance Ascending,4550
211,insertion,Relevance Ascending,4700
214,insertion,Relevance Ascending,4725
217,insertion,Relevance Ascending,4833
220,insertion,Relevance Ascending,5725
223,insertion,Relevance Ascending,4866
226,insertion,Relevance Ascending,5050
229,insertion,Relevance Ascending,5225
232,insertion,Relevance Ascending,5250
235,insertion,Relevance Ascending,5200
238,insertion,Relevance Ascending,6125
241,insertion,Relevance Ascending,5350
244,insertion,Relevance Ascending,5500
247,insertion,Relevance Ascending,6033
250,insertion,Relevance Ascending,5700
253,insertion,Relevance Ascending,6500
256,insertion,Relevance Ascending,6333
259,insertion,Relevance Ascending,5900
262,insertion,Relevance Ascending,5850
265,insertion,Relevance Ascending,6366
268,insertion,Relevance Ascending,6200
271,insertion,Relevance Ascending,6100
274,insertion,Relevance Ascending,6450
277,insertion,Relevance Ascending,6325
280,insertion,Relevance Ascending,7525
283,insertion,Relevance Ascending,7025
286,insertion,Relevance Ascending,6950
289,insertion,Relevance Ascending,6600
292,insertion,Relevance Ascending,6800
295,insertion,Relevance Ascending,7275
298,insertion,Relevance Ascending,6800
301,insertion,Relevance Ascending,7100
304,insertion,Relevance Ascending,19225
307,insertion,Relevance Ascending,21125
310,insertion,Relevance Ascending,7150
313,insertion,Relevance Ascending,7100
316,insertion,Relevance Ascending,8800
319,insertion,Relevance Ascending,7300
322,insertion,Relevance Ascending,7950
325,insertion,Relevance Ascending,7700
328,insertion,Relevance Ascending,8375
331,insertion,Relevance Ascending,8600
334,insertion,Relevance Ascending,7700
337,insertion,Relevance Ascending,7750
340,insertion,Relevance Ascending,8950
343,insertion,Relevance Ascending,8050
346,insertion,Relevance Ascending,8066
349,insertion,Relevance Ascending,50575
352,insertion,Relevance Ascending,8600
355,insertion,Relevance Ascending,10733
358,insertion,Relevance Ascending,8425
361,insertion,Relevance Ascending,8325
364,insertion,Relevance Ascending,8500
367,insertion,Relevance Ascending,8575
370,insertion,Relevance Ascending,9400
373,insertion,Relevance Ascending,8875
376,insertion,Relevance Ascending,8900
379,insertion,Relevance Ascending,9000
382,insertion,Relevance Ascending,9125
385,insertion,Relevance Ascending,9200
388,insertion,Relevance Ascending,9200
391,insertion,Relevance Ascending,10000
394,insertion,Relevance Ascending,10125
397,insertion,Relevance Ascending,9925
400,insertion,Relevance Ascending,9625
403,insertion,Relevance Ascending,10925
406,insertion,Relevance Ascending,9775
409,insertion,Relevance Ascending,11700
412,insertion,Relevance Ascending,9825
415,insertion,Relevance Ascending,10000
418,insertion,Relevance Ascending,10025
421,insertion,Relevance Ascending,10125
424,insertion,Relevance Ascending,29050
427,insertion,Relevance Ascending,10250
430,insertion,Relevance Ascending,10675
433,insertion,Relevance Ascending,10600
436,insertion,Relevance Ascending,10600
439,insertion,Relevance Ascending,10900
442,insertion,Relevance Ascending,11025
445,insertion,Relevance Ascending,10900
448,insertion,Relevance Ascending,11000
451,insertion,Relevance Ascending,11425
454,insertion,Relevance Ascending,11333
457,insertion,Relevance Ascending,28975
460,insertion,Relevance Ascending,11600
463,insertion,Relevance Ascending,39475
466,insertion,Relevance Ascending,11625
469,insertion,Relevance Ascending,11625
472,insertion,Relevance Ascending,12033
475,insertion,Relevance Ascending,12700
478,insertion,Relevance Ascending,30333
481,insertion,Relevance Ascending,25825
