Table Size,Algorithm,Comparator,Average Time (ns)
901,insertion,Rating Ascending,62075
904,insertion,Rating Ascending,816375
907,insertion,Rating Ascending,46150
910,insertion,Rating Ascending,47125
913,insertion,Rating Ascending,45900
916,insertion,Rating Ascending,49625
919,insertion,Rating Ascending,50175
922,insertion,Rating Ascending,49150
925,insertion,Rating Ascending,43600
928,insertion,Rating Ascending,46925
931,insertion,Rating Ascending,52850
934,insertion,Rating Ascending,48800
937,insertion,Rating Ascending,48725
940,insertion,Rating Ascending,52175
943,insertion,Rating Ascending,49200
946,insertion,Rating Ascending,49100
949,insertion,Rating Ascending,46900
952,insertion,Rating Ascending,51325
955,insertion,Rating Ascending,58000
958,insertion,Rating Ascending,67275
961,insertion,Rating Ascending,52150
1,mixed,Rating Ascending,0
4,mixed,Rating Ascending,150
7,mixed,Rating Ascending,300
10,mixed,Rating Ascending,450
13,mixed,Rating Ascending,700
16,mixed,Rating Ascending,1625
19,mixed,Rating Ascending,1025
22,mixed,Rating Ascending,1000
25,mixed,Rating Ascending,1200
28,mixed,Rating Ascending,16700
31,mixed,Rating Ascending,20350
34,mixed,Rating Ascending,24466
37,mixed,Rating Ascending,29125
40,mixed,Rating Ascending,34275
43,mixed,Rating Ascending,39600
46,mixed,Rating Ascending,45500
49,mixed,Rating Ascending,51233
52,mixed,Rating Ascending,61675
55,mixed,Rating Ascending,65300
58,mixed,Rating Ascending,74833
61,mixed,Rating Ascending,79766
64,mixed,Rating Ascending,89075
67,mixed,Rating Ascending,140750
70,mixed,Rating Ascending,106900
73,mixed,Rating Ascending,116450
76,mixed,Rating Ascending,139700
79,mixed,Rating Ascending,137066
82,mixed,Rating Ascending,147166
85,mixed,Rating Ascending,171233
88,mixed,Rating Ascending,173050
91,mixed,Rating Ascending,193725
94,mixed,Rating Ascending,193633
97,mixed,Rating Ascending,206425
100,mixed,Rating Ascending,230550
103,mixed,Rating Ascending,255200
106,mixed,Rating Ascending,337150
109,mixed,Rating Ascending,262833
112,mixed,Rating Ascending,276266
115,mixed,Rating Ascending,377840
118,mixed,Rating Ascending,331375
121,mixed,Rating Ascending,337925
124,mixed,Rating Ascending,345475
127,mixed,Rating Ascending,374050
130,mixed,Rating Ascending,399575
133,mixed,Rating Ascending,440666
136,mixed,Rating Ascending,410166
139,mixed,Rating Ascending,426433
142,mixed,Rating Ascending,461900
145,mixed,Rating Ascending,574133
148,mixed,Rating Ascending,517633
151,mixed,Rating Ascending,560033
154,mixed,Rating Ascending,588060
157,mixed,Rating Ascending,547766
160,mixed,Rating Ascending,573575
163,mixed,Rating Ascending,658225
166,mixed,Rating Ascending,666633
169,mixed,Rating Ascending,638000
172,mixed,Rating Ascending,667275
175,mixed,Rating Ascending,799866
178,mixed,Rating Ascending,863600
181,mixed,Rating Ascending,793525
184,mixed,Rating Ascending,815100
187,mixed,Rating Ascending,1129875
190,mixed,Rating Ascending,855733
193,mixed,Rating Ascending,832875
196,mixed,Rating Ascending,1036800
199,mixed,Rating Ascending,992300
202,mixed,Rating Ascending,924350
205,mixed,Rating Ascending,980466
208,mixed,Rating Ascending,990650
211,mixed,Rating Ascending,1085725
214,mixed,Rating Ascending,1432700
217,mixed,Rating Ascending,1124300
220,mixed,Rating Ascending,1103475
223,mixed,Rating Ascending,1142033
226,mixed,Rating Ascending,1164266
229,mixed,Rating Ascending,1263266
232,mixed,Rating Ascending,1350675
235,mixed,Rating Ascending,1377350
238,mixed,Rating Ascending,1435925
241,mixed,Rating Ascending,1305350
244,mixed,Rating Ascending,1382850
247,mixed,Rating Ascending,1406000
250,mixed,Rating Ascending,1461475
253,mixed,Rating Ascending,1520300
256,mixed,Rating Ascending,1656200
259,mixed,Rating Ascending,1601400
262,mixed,Rating Ascending,1648566
265,mixed,Rating Ascending,1603125
268,mixed,Rating Ascending,1632233
271,mixed,Rating Ascending,1677800
274,mixed,Rating Ascending,1853200
277,mixed,Rating Ascending,1768500
280,mixed,Rating Ascending,1989500
283,mixed,Rating Ascending,1963825
286,mixed,Rating Ascending,1875133
289,mixed,Rating Ascending,2068433
292,mixed,Rating Ascending,2105600
295,mixed,Rating Ascending,2156266
298,mixed,Rating Ascending,2135966
301,mixed,Rating Ascending,2284925
304,mixed,Rating Ascending,2329266
307,mixed,Rating Ascending,2291000
310,mixed,Rating Ascending,2343325
313,mixed,Rating Ascending,2435500
316,mixed,Rating Ascending,2541525
319,mixed,Rating Ascending,2720566
322,mixed,Rating Ascending,2442800
325,mixed,Rating Ascending,2500333
328,mixed,Rating Ascending,2497075
331,mixed,Rating Ascending,2973825
334,mixed,Rating Ascending,2657466
337,mixed,Rating Ascending,2857100
340,mixed,Rating Ascending,2944366
343,mixed,Rating Ascending,3270000
346,mixed,Rating Ascending,3340125
349,mixed,Rating Ascending,3636300
352,mixed,Rating Ascending,2965900
355,mixed,Rating Ascending,3852100
358,mixed,Rating Ascending,3891700
361,mixed,Rating Ascending,5762320
364,mixed,Rating Ascending,4298366
367,mixed,Rating Ascending,4298000
370,mixed,Rating Ascending,3757333
373,mixed,Rating Ascending,3979966
376,mixed,Rating Ascending,3662033
379,mixed,Rating Ascending,3586133
382,mixed,Rating Ascending,3942125
385,mixed,Rating Ascending,4103266
388,mixed,Rating Ascending,4713400
391,mixed,Rating Ascending,4628233
394,mixed,Rating Ascending,4146033
397,mixed,Rating Ascending,4752566
400,mixed,Rating Ascending,4110600
403,mixed,Rating Ascending,13017940
406,mixed,Rating Ascending,4485500
409,mixed,Rating Ascending,4640875
412,mixed,Rating Ascending,4615925
415,mixed,Rating Ascending,4495100
418,mixed,Rating Ascending,4561300
421,mixed,Rating Ascending,4799500
424,mixed,Rating Ascending,4440100
427,mixed,Rating Ascending,5022250
430,mixed,Rating Ascending,4782500
433,mixed,Rating Ascending,4909366
436,mixed,Rating Ascending,5462600
439,mixed,Rating Ascending,5235966
442,mixed,Rating Ascending,5423833
445,mixed,Rating Ascending,5479000
448,mixed,Rating Ascending,5994900
451,mixed,Rating Ascending,5971550
454,mixed,Rating Ascending,5590966
457,mixed,Rating Ascending,7224725
460,mixed,Rating Ascending,8238300
463,mixed,Rating Ascending,7071075
466,mixed,Rating Ascending,5544300
469,mixed,Rating Ascending,5785933
472,mixed,Rating Ascending,7613225
475,mixed,Rating Ascending,6152125
478,mixed,Rating Ascending,6533000
481,mixed,Rating Ascending,9017650
484,mixed,Rating Ascending,6756075
487,mixed,Rating Ascending,6770125
490,mixed,Rating Ascending,7080950
493,mixed,Rating Ascending,7040025
496,mixed,Rating Ascending,6871875
499,mixed,Rating Ascending,7676750
502,mixed,Rating Ascending,6656175
505,mixed,Rating Ascending,6923800
508,mixed,Rating Ascending,7342633
511,mixed,Rating Ascending,8693500
514,mixed,Rating Ascending,11305775
517,mixed,Rating Ascending,11497550
520,mixed,Rating Ascending,10319925
523,mixed,Rating Ascending,9426450
526,mixed,Rating Ascending,9227500
529,mixed,Rating Ascending,9396200
532,mixed,Rating Ascending,9524525
535,mixed,Rating Ascending,9408125
538,mixed,Rating Ascending,9579850
541,mixed,Rating Ascending,9032466
544,mixed,Rating Ascending,10015800
547,mixed,Rating Ascending,9088325
550,mixed,Rating Ascending,8509325
553,mixed,Rating Ascending,9162625
556,mixed,Rating Ascending,9681233
559,mixed,Rating Ascending,13175800
562,mixed,Rating Ascending,10768375
565,mixed,Rating Ascending,9270233
568,mixed,Rating Ascending,10835750
571,mixed,Rating Ascending,10424025
574,mixed,Rating Ascending,10129200
577,mixed,Rating Ascending,9235200
580,mixed,Rating Ascending,11285460
583,mixed,Rating Ascending,11629250
586,mixed,Rating Ascending,12683450
589,mixed,Rating Ascending,14082675
592,mixed,Rating Ascending,15728950
595,mixed,Rating Ascending,12048125
598,mixed,Rating Ascending,11500700
601,mixed,Rating Ascending,12848720
604,mixed,Rating Ascending,12471700
607,mixed,Rating Ascending,10841600
610,mixed,Rating Ascending,11419250
613,mixed,Rating Ascending,11160050
616,mixed,Rating Ascending,14652575
619,mixed,Rating Ascending,12146400
622,mixed,Rating Ascending,12859725
625,mixed,Rating Ascending,11464200
628,mixed,Rating Ascending,12703750
631,mixed,Rating Ascending,11592125
634,mixed,Rating Ascending,15466450
637,mixed,Rating Ascending,13752666
640,mixed,Rating Ascending,15261825
643,mixed,Rating Ascending,17111150
646,mixed,Rating Ascending,14282925
649,mixed,Rating Ascending,13366425
652,mixed,Rating Ascending,14427275
655,mixed,Rating Ascending,13753225
658,mixed,Rating Ascending,16102466
661,mixed,Rating Ascending,16720450
664,mixed,Rating Ascending,12764066
667,mixed,Rating Ascending,14151475
670,mixed,Rating Ascending,14018000
673,mixed,Rating Ascending,13950433
676,mixed,Rating Ascending,14283275
679,mixed,Rating Ascending,13587225
682,mixed,Rating Ascending,14218433
685,mixed,Rating Ascending,14242275
688,mixed,Rating Ascending,15428775
691,mixed,Rating Ascending,14830325
694,mixed,Rating Ascending,14662250
697,mixed,Rating Ascending,14375600
700,mixed,Rating Ascending,14809975
703,mixed,Rating Ascending,15533233
706,mixed,Rating Ascending,15908475
709,mixed,Rating Ascending,17009833
712,mixed,Rating Ascending,15594525
715,mixed,Rating Ascending,15109675
718,mixed,Rating Ascending,16414125
721,mixed,Rating Ascending,16621450
724,mixed,Rating Ascending,15872900
727,mixed,Rating Ascending,17453100
730,mixed,Rating Ascending,17229900
733,mixed,Rating Ascending,16330850
736,mixed,Rating Ascending,15857733
739,mixed,Rating Ascending,15534575
742,mixed,Rating Ascending,18912600
745,mixed,Rating Ascending,16847700
748,mixed,Rating Ascending,17483366
751,mixed,Rating Ascending,17624900
754,mixed,Rating Ascending,18390550
757,mixed,Rating Ascending,16935100
760,mixed,Rating Ascending,17118625
763,mixed,Rating Ascending,17470175
766,mixed,Rating Ascending,18548675
769,mixed,Rating Ascending,17855475
772,mixed,Rating Ascending,17856975
775,mixed,Rating Ascending,17151333
778,mixed,Rating Ascending,17954475
781,mixed,Rating Ascending,17847250
784,mixed,Rating Ascending,18162800
787,mixed,Rating Ascending,18488366
790,mixed,Rating Ascending,18267825
793,mixed,Rating Ascending,18299475
796,mixed,Rating Ascending,16648733
799,mixed,Rating Ascending,17935066
802,mixed,Rating Ascending,19106675
805,mixed,Rating Ascending,19400075
808,mixed,Rating Ascending,19881633
811,mixed,Rating Ascending,18717175
814,mixed,Rating Ascending,22676575
817,mixed,Rating Ascending,22876675
820,mixed,Rating Ascending,20727100
823,mixed,Rating Ascending,22390250
826,mixed,Rating Ascending,21841675
829,mixed,Rating Ascending,24590350
832,mixed,Rating Ascending,24389250
835,mixed,Rating Ascending,26654266
838,mixed,Rating Ascending,20596275
841,mixed,Rating Ascending,20474575
844,mixed,Rating Ascending,21168333
847,mixed,Rating Ascending,19725025
850,mixed,Rating Ascending,23504500
853,mixed,Rating Ascending,21385350
856,mixed,Rating Ascending,19464733
859,mixed,Rating Ascending,23160175
862,mixed,Rating Ascending,21925400
865,mixed,Rating Ascending,21479750
868,mixed,Rating Ascending,21909233
871,mixed,Rating Ascending,22084000
874,mixed,Rating Ascending,21801325
877,mixed,Rating Ascending,22680766
880,mixed,Rating Ascending,23967400
883,mixed,Rating Ascending,22641533
886,mixed,Rating Ascending,23740475
889,mixed,Rating Ascending,24610833
892,mixed,Rating Ascending,23956750
895,mixed,Rating Ascending,23515325
898,mixed,Rating Ascending,23136700
901,mixed,Rating Ascending,22158725
904,mixed,Rating Ascending,25678350
907,mixed,Rating Ascending,37234875
910,mixed,Rating Ascending,29599475
913,mixed,Rating Ascending,24840425
916,mixed,Rating Ascending,37277800
919,mixed,Rating Ascending,25154250
922,mixed,Rating Ascending,25230975
925,mixed,Rating Ascending,24499000
928,mixed,Rating Ascending,26450950
931,mixed,Rating Ascending,26661850
934,mixed,Rating Ascending,25547166
937,mixed,Rating Ascending,28877900
940,mixed,Rating Ascending,30424475
943,mixed,Rating Ascending,31073100
946,mixed,Rating Ascending,34306175
949,mixed,Rating Ascending,24324600
952,mixed,Rating Ascending,30179400
955,mixed,Rating Ascending,31709925
958,mixed,Rating Ascending,34828366
961,mixed,Rating Ascending,28193375
1,quick,Rating Descending,0
4,quick,Rating Descending,375
7,quick,Rating Descending,1050
10,quick,Rating Descending,2000
13,quick,Rating Descending,4166
16,quick,Rating Descending,5425
19,quick,Rating Descending,10600
22,quick,Rating Descending,10475
25,quick,Rating Descending,13400
28,quick,Rating Descending,16900
31,quick,Rating Descending,20450
34,quick,Rating Descending,25200
37,quick,Rating Descending,29950
40,quick,Rating Descending,34550
43,quick,Rating Descending,38600
46,quick,Rating Descending,46500
49,quick,Rating Descending,51133
52,quick,Rating Descending,66960
55,quick,Rating Descending,65675
58,quick,Rating Descending,79475
61,quick,Rating Descending,82300
64,quick,Rating Descending,88825
67,quick,Rating Descending,97725
70,quick,Rating Descending,106800
73,quick,Rating Descending,135200
76,quick,Rating Descending,123466
79,quick,Rating Descending,136125
82,quick,Rating Descending,147425
85,quick,Rating Descending,158400
88,quick,Rating Descending,206875
91,quick,Rating Descending,235733
94,quick,Rating Descending,226520
97,quick,Rating Descending,210200
100,quick,Rating Descending,220450
103,quick,Rating Descending,243050
106,quick,Rating Descending,249675
109,quick,Rating Descending,260533
112,quick,Rating Descending,349050
115,quick,Rating Descending,292866
118,quick,Rating Descending,326833
121,quick,Rating Descending,359475
124,quick,Rating Descending,345925
127,quick,Rating Descending,386350
130,quick,Rating Descending,381400
133,quick,Rating Descending,396666
136,quick,Rating Descending,413966
139,quick,Rating Descending,436266
142,quick,Rating Descending,604675
145,quick,Rating Descending,474900
148,quick,Rating Descending,508766
151,quick,Rating Descending,519525
154,quick,Rating Descending,545066
157,quick,Rating Descending,575800
160,quick,Rating Descending,672275
163,quick,Rating Descending,610200
166,quick,Rating Descending,626275
169,quick,Rating Descending,848350
172,quick,Rating Descending,700925
175,quick,Rating Descending,850600
178,quick,Rating Descending,730300
181,quick,Rating Descending,968050
184,quick,Rating Descending,815233
187,quick,Rating Descending,876833
190,quick,Rating Descending,1077100
193,quick,Rating Descending,902725
196,quick,Rating Descending,870350
199,quick,Rating Descending,966400
202,quick,Rating Descending,1063175
205,quick,Rating Descending,944900
208,quick,Rating Descending,1114100
211,quick,Rating Descending,1097175
214,quick,Rating Descending,1051225
217,quick,Rating Descending,1202850
220,quick,Rating Descending,1108175
223,quick,Rating Descending,1149550
226,quick,Rating Descending,1443450
229,quick,Rating Descending,1171400
232,quick,Rating Descending,1445150
235,quick,Rating Descending,2168200
238,quick,Rating Descending,1644566
241,quick,Rating Descending,1985100
244,quick,Rating Descending,1608325
247,quick,Rating Descending,1478933
250,quick,Rating Descending,1765250
253,quick,Rating Descending,1512000
256,quick,Rating Descending,1542466
259,quick,Rating Descending,2097275
262,quick,Rating Descending,1609166
265,quick,Rating Descending,1689933
268,quick,Rating Descending,1813866
271,quick,Rating Descending,2094325
274,quick,Rating Descending,2422433
277,quick,Rating Descending,2242150
280,quick,Rating Descending,2143075
283,quick,Rating Descending,2107166
286,quick,Rating Descending,2061225
289,quick,Rating Descending,1972000
292,quick,Rating Descending,2273875
295,quick,Rating Descending,2183766
298,quick,Rating Descending,2191766
301,quick,Rating Descending,2483900
304,quick,Rating Descending,2344375
307,quick,Rating Descending,2264450
310,quick,Rating Descending,2320166
313,quick,Rating Descending,2553250
316,quick,Rating Descending,2455800
319,quick,Rating Descending,2549166
322,quick,Rating Descending,2770900
325,quick,Rating Descending,2640966
328,quick,Rating Descending,2683625
331,quick,Rating Descending,2717500
334,quick,Rating Descending,3293125
337,quick,Rating Descending,2937400
340,quick,Rating Descending,3350566
343,quick,Rating Descending,3119666
346,quick,Rating Descending,3016675
349,quick,Rating Descending,3464175
352,quick,Rating Descending,3352450
355,quick,Rating Descending,3160975
358,quick,Rating Descending,3072425
361,quick,Rating Descending,3867425
364,quick,Rating Descending,3888700
367,quick,Rating Descending,3241200
370,quick,Rating Descending,3926275
373,quick,Rating Descending,3893825
376,quick,Rating Descending,3341466
379,quick,Rating Descending,3419400
382,quick,Rating Descending,3976966
385,quick,Rating Descending,4071875
388,quick,Rating Descending,4101133
391,quick,Rating Descending,4308650
394,quick,Rating Descending,4114100
397,quick,Rating Descending,3963350
400,quick,Rating Descending,3971500
403,quick,Rating Descending,4235000
406,quick,Rating Descending,4449525
409,quick,Rating Descending,4485733
412,quick,Rating Descending,4421100
415,quick,Rating Descending,4262000
418,quick,Rating Descending,5024100
421,quick,Rating Descending,4688600
424,quick,Rating Descending,4484033
427,quick,Rating Descending,4754575
430,quick,Rating Descending,4840675
433,quick,Rating Descending,4700266
436,quick,Rating Descending,5028766
439,quick,Rating Descending,5563780
442,quick,Rating Descending,5546950
445,quick,Rating Descending,5227825
448,quick,Rating Descending,5226666
451,quick,Rating Descending,5748925
454,quick,Rating Descending,5267700
457,quick,Rating Descending,6510275
460,quick,Rating Descending,5535466
463,quick,Rating Descending,5398666
466,quick,Rating Descending,5366425
469,quick,Rating Descending,5638450
472,quick,Rating Descending,6570700
475,quick,Rating Descending,5500166
478,quick,Rating Descending,5800325
481,quick,Rating Descending,6195000
484,quick,Rating Descending,5732466
487,quick,Rating Descending,6175733
490,quick,Rating Descending,6217066
493,quick,Rating Descending,6210400
496,quick,Rating Descending,6486700
499,quick,Rating Descending,7294525
502,quick,Rating Descending,6922700
505,quick,Rating Descending,6846050
508,quick,Rating Descending,6391433
511,quick,Rating Descending,6587800
514,quick,Rating Descending,6975233
517,quick,Rating Descending,6995475
520,quick,Rating Descending,7030966
523,quick,Rating Descending,7340125
526,quick,Rating Descending,6914833
529,quick,Rating Descending,7399425
532,quick,Rating Descending,8770025
535,quick,Rating Descending,7253866
538,quick,Rating Descending,7371033
541,quick,Rating Descending,7726575
544,quick,Rating Descending,8043575
547,quick,Rating Descending,11335120
550,quick,Rating Descending,8547000
553,quick,Rating Descending,7983500
556,quick,Rating Descending,8612975
559,quick,Rating Descending,8708725
562,quick,Rating Descending,8148600
565,quick,Rating Descending,9558375
568,quick,Rating Descending,8454500
571,quick,Rating Descending,8483350
574,quick,Rating Descending,9898600
577,quick,Rating Descending,10178500
580,quick,Rating Descending,9865900
583,quick,Rating Descending,8968633
586,quick,Rating Descending,8795950
589,quick,Rating Descending,9554633
592,quick,Rating Descending,9505375
595,quick,Rating Descending,10115400
598,quick,Rating Descending,11702900
601,quick,Rating Descending,12398275
604,quick,Rating Descending,14905466
607,quick,Rating Descending,11803100
610,quick,Rating Descending,11458275
613,quick,Rating Descending,9745333
616,quick,Rating Descending,10931525
619,quick,Rating Descending,11568525
622,quick,Rating Descending,11538975
625,quick,Rating Descending,10264133
628,quick,Rating Descending,12030475
631,quick,Rating Descending,10684400
634,quick,Rating Descending,10692233
637,quick,Rating Descending,10636875
640,quick,Rating Descending,10840800
643,quick,Rating Descending,12496900
646,quick,Rating Descending,11329333
649,quick,Rating Descending,12668325
652,quick,Rating Descending,11285175
655,quick,Rating Descending,11376850
658,quick,Rating Descending,12961600
661,quick,Rating Descending,11967075
664,quick,Rating Descending,11670375
667,quick,Rating Descending,12255175
670,quick,Rating Descending,12900075
673,quick,Rating Descending,11966200
676,quick,Rating Descending,14218333
679,quick,Rating Descending,13756700
682,quick,Rating Descending,14260850
685,quick,Rating Descending,17035875
688,quick,Rating Descending,13572725
691,quick,Rating Descending,12670200
694,quick,Rating Descending,14165600
697,quick,Rating Descending,12530066
700,quick,Rating Descending,13479233
703,quick,Rating Descending,12736600
706,quick,Rating Descending,12892433
709,quick,Rating Descending,14530825
712,quick,Rating Descending,13681666
715,quick,Rating Descending,15273900
718,quick,Rating Descending,17593375
721,quick,Rating Descending,14037550
724,quick,Rating Descending,14001400
727,quick,Rating Descending,18977033
730,quick,Rating Descending,14457033
733,quick,Rating Descending,14659566
736,quick,Rating Descending,16496650
739,quick,Rating Descending,15627525
742,quick,Rating Descending,16410425
745,quick,Rating Descending,15247100
748,quick,Rating Descending,19180775
751,quick,Rating Descending,18749500
754,quick,Rating Descending,17270525
757,quick,Rating Descending,18795425
760,quick,Rating Descending,18231433
763,quick,Rating Descending,21970550
766,quick,Rating Descending,16605133
769,quick,Rating Descending,16845833
772,quick,Rating Descending,19618600
775,quick,Rating Descending,16129900
778,quick,Rating Descending,16701650
781,quick,Rating Descending,16174825
784,quick,Rating Descending,18437475
787,quick,Rating Descending,18370833
790,quick,Rating Descending,22133150
793,quick,Rating Descending,18719633
796,quick,Rating Descending,21697000
799,quick,Rating Descending,22372400
802,quick,Rating Descending,17547600
805,quick,Rating Descending,22030800
808,quick,Rating Descending,19170333
811,quick,Rating Descending,19104150
814,quick,Rating Descending,21126175
817,quick,Rating Descending,21624666
820,quick,Rating Descending,19494333
823,quick,Rating Descending,20696033
826,quick,Rating Descending,33165250
829,quick,Rating Descending,20726533
832,quick,Rating Descending,19783000
835,quick,Rating Descending,18832450
838,quick,Rating Descending,18171466
841,quick,Rating Descending,19952933
844,quick,Rating Descending,23365750
847,quick,Rating Descending,23972266
850,quick,Rating Descending,24013000
853,quick,Rating Descending,22764525
856,quick,Rating Descending,24035125
859,quick,Rating Descending,28834675
862,quick,Rating Descending,22807950
865,quick,Rating Descending,23692025
868,quick,Rating Descending,22021200
871,quick,Rating Descending,20787025
874,quick,Rating Descending,21820675
877,quick,Rating Descending,21268725
880,quick,Rating Descending,22579550
883,quick,Rating Descending,25220200
886,quick,Rating Descending,43451225
889,quick,Rating Descending,32503566
892,quick,Rating Descending,25095733
895,quick,Rating Descending,20781475
898,quick,Rating Descending,21599500
901,quick,Rating Descending,21158266
904,quick,Rating Descending,22457750
907,quick,Rating Descending,34147580
910,quick,Rating Descending,23780025
913,quick,Rating Descending,23758875
916,quick,Rating Descending,25417250
919,quick,Rating Descending,26683933
922,quick,Rating Descending,25944650
925,quick,Rating Descending,21878966
928,quick,Rating Descending,21875366
931,quick,Rating Descending,23941700
934,quick,Rating Descending,29097725
937,quick,Rating Descending,31115050
940,quick,Rating Descending,28125675
943,quick,Rating Descending,26632400
946,quick,Rating Descending,24084875
949,quick,Rating Descending,22412250
952,quick,Rating Descending,31190966
955,quick,Rating Descending,25757266
958,quick,Rating Descending,28663900
961,quick,Rating Descending,29341725
1,insertion,Rating Descending,0
4,insertion,Rating Descending,200
7,insertion,Rating Descending,300
10,insertion,Rating Descending,525
13,insertion,Rating Descending,550
16,insertion,Rating Descending,750
19,insertion,Rating Descending,900
22,insertion,Rating Descending,1000
25,insertion,Rating Descending,1200
28,insertion,Rating Descending,1400
31,insertion,Rating Descending,1500
34,insertion,Rating Descending,1675
37,insertion,Rating Descending,1825
40,insertion,Rating Descending,2675
43,insertion,Rating Descending,2050
46,insertion,Rating Descending,2500
49,insertion,Rating Descending,3500
52,insertion,Rating Descending,3700
55,insertion,Rating Descending,2875
58,insertion,Rating Descending,3050
61,insertion,Rating Descending,3100
64,insertion,Rating Descending,4525
67,insertion,Rating Descending,4725
70,insertion,Rating Descending,3600
73,insertion,Rating Descending,5150
76,insertion,Rating Descending,4075
79,insertion,Rating Descending,4100
82,insertion,Rating Descending,4400
85,insertion,Rating Descending,4425
88,insertion,Rating Descending,4650
91,insertion,Rating Descending,4800
94,insertion,Rating Descending,5200
97,insertion,Rating Descending,5075
100,insertion,Rating Descending,5225
103,insertion,Rating Descending,7350
106,insertion,Rating Descending,7950
109,insertion,Rating Descending,8700
112,insertion,Rating Descending,8475
115,insertion,Rating Descending,6325
118,insertion,Rating Descending,6175
121,insertion,Rating Descending,6400
124,insertion,Rating Descending,6775
127,insertion,Rating Descending,6450
130,insertion,Rating Descending,6975
133,insertion,Rating Descending,7125
136,insertion,Rating Descending,7350
139,insertion,Rating Descending,7525
142,insertion,Rating Descending,7575
145,insertion,Rating Descending,7500
148,insertion,Rating Descending,11600
151,insertion,Rating Descending,7750
154,insertion,Rating Descending,7975
157,insertion,Rating Descending,8200
160,insertion,Rating Descending,20675
163,insertion,Rating Descending,8425
166,insertion,Rating Descending,8625
169,insertion,Rating Descending,9125
172,insertion,Rating Descending,9250
175,insertion,Rating Descending,11775
178,insertion,Rating Descending,9250
181,insertion,Rating Descending,9525
184,insertion,Rating Descending,9925
187,insertion,Rating Descending,9900
190,insertion,Rating Descending,24450
193,insertion,Rating Descending,10150
196,insertion,Rating Descending,12100
199,insertion,Rating Descending,10500
202,insertion,Rating Descending,10500
205,insertion,Rating Descending,11425
208,insertion,Rating Descending,10925
211,insertion,Rating Descending,10500
214,insertion,Rating Descending,11375
217,insertion,Rating Descending,12150
220,insertion,Rating Descending,11700
223,insertion,Rating Descending,11450
226,insertion,Rating Descending,12475
229,insertion,Rating Descending,11875
232,insertion,Rating Descending,12500
235,insertion,Rating Descending,12125
238,insertion,Rating Descending,12225
241,insertion,Rating Descending,24025
244,insertion,Rating Descending,13000
247,insertion,Rating Descending,13875
250,insertion,Rating Descending,13225
253,insertion,Rating Descending,14175
256,insertion,Rating Descending,15300
259,insertion,Rating Descending,16625
262,insertion,Rating Descending,17175
265,insertion,Rating Descending,16050
268,insertion,Rating Descending,13950
271,insertion,Rating Descending,14525
274,insertion,Rating Descending,36500
277,insertion,Rating Descending,15100
280,insertion,Rating Descending,15050
283,insertion,Rating Descending,29250
286,insertion,Rating Descending,17300
289,insertion,Rating Descending,21275
292,insertion,Rating Descending,16550
295,insertion,Rating Descending,15950
298,insertion,Rating Descending,17000
301,insertion,Rating Descending,15750
304,insertion,Rating Descending,16725
307,insertion,Rating Descending,17800
310,insertion,Rating Descending,16625
313,insertion,Rating Descending,17000
316,insertion,Rating Descending,16850
319,insertion,Rating Descending,17000
322,insertion,Rating Descending,69700
325,insertion,Rating Descending,17075
328,insertion,Rating Descending,18850
331,insertion,Rating Descending,75550
334,insertion,Rating Descending,18950
337,insertion,Rating Descending,19175
340,insertion,Rating Descending,18100
343,insertion,Rating Descending,22375
346,insertion,Rating Descending,19725
349,insertion,Rating Descending,19150
352,insertion,Rating Descending,20125
355,insertion,Rating Descending,45600
358,insertion,Rating Descending,23875
361,insertion,Rating Descending,40375
364,insertion,Rating Descending,24175
367,insertion,Rating Descending,20100
370,insertion,Rating Descending,36700
373,insertion,Rating Descending,21050
376,insertion,Rating Descending,54200
379,insertion,Rating Descending,24975
382,insertion,Rating Descending,54325
385,insertion,Rating Descending,27325
388,insertion,Rating Descending,24450
391,insertion,Rating Descending,21925
394,insertion,Rating Descending,25050
397,insertion,Rating Descending,45400
400,insertion,Rating Descending,22425
403,insertion,Rating Descending,27950
406,insertion,Rating Descending,26000
409,insertion,Rating Descending,26850
412,insertion,Rating Descending,23950
415,insertion,Rating Descending,28600
418,insertion,Rating Descending,24175
421,insertion,Rating Descending,23625
424,insertion,Rating Descending,30250
427,insertion,Rating Descending,36850
430,insertion,Rating Descending,24375
433,insertion,Rating Descending,23975
436,insertion,Rating Descending,25325
439,insertion,Rating Descending,356825
442,insertion,Rating Descending,28100
445,insertion,Rating Descending,25700
448,insertion,Rating Descending,30775
451,insertion,Rating Descending,73700
454,insertion,Rating Descending,26950
457,insertion,Rating Descending,33850
460,insertion,Rating Descending,41650
463,insertion,Rating Descending,26225
466,insertion,Rating Descending,26750
469,insertion,Rating Descending,27550
472,insertion,Rating Descending,31575
475,insertion,Rating Descending,72175
478,insertion,Rating Descending,32450
481,insertion,Rating Descending,27300
484,insertion,Rating Descending,31850
487,insertion,Rating Descending,61200
490,insertion,Rating Descending,29450
493,insertion,Rating Descending,28200
496,insertion,Rating Descending,175375
499,insertion,Rating Descending,30450
502,insertion,Rating Descending,35375
505,insertion,Rating Descending,37125
508,insertion,Rating Descending,36875
511,insertion,Rating Descending,31250
514,insertion,Rating Descending,32825
517,insertion,Rating Descending,30400
520,insertion,Rating Descending,29675
523,insertion,Rating Descending,32000
526,insertion,Rating Descending,37350
529,insertion,Rating Descending,40675
532,insertion,Rating Descending,76950
